product_name,categories_en,categories_tags,proteins_100g,sugars_100g,fat_100g,fiber_100g,energy_100g,ingredients_text,Primary_Category
Luxury cookies,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Chocolate biscuits,Drop cookies,Chocolate chip cookies,Cookies with chocolate and nougat","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:chocolate-biscuits,en:drop-cookies,en:chocolate-chip-cookies,en:cookies-with-chocolate-and-nougat",5.8,34.4,28.0,2.0,2152.0,"farine de _blÃ©_, pÃ©pites de chocolat (22%),(sucre, pÃ¢te de cacao (lÃ©cithine de _soja_)), huile de palme, sucre, nougatine (7%) (_noisettes_, sucre), lactosÃ©rum ou dÃ©rivÃ©s du lactosÃ©rum (_lait_), sirop de sucre partiellement inverti, poudres Ã  lever (bicarbonate de sodium, bicarbonate d'ammonium), sel, arÃ´mes.",Chips & Salty Snacks
"Almond bark, dark chocolate","Snacks,Sweet snacks,Confectioneries","en:snacks,en:sweet-snacks,en:confectioneries",5.63,42.25,38.03,5.6,2180.0,"Passover dark chocolate (sugar, chocolate liquor, cocoa butter, vanillin [an artificial flavor]), roasted almonds.",Bars
Finest assortment of european chocolates,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies","en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:chocolate-candies",8.0,40.0,36.0,4.0,2343.0,"Milk chocolate (sugar, whole milk powder, cocoa butter, cocoa mass, lactose, soy lecithin emulsifier, vanilla extract); chocolate (sugar, cocoa mass, cocoa butter, butterfat, soy lecithin emulsifier, vanilla extract); milk chocolate (sugar, cocoa butter, cream powder, whole milk powder, soy lecithin emulsifier, vanilla extract); milk chocolate (sugar, cocoa butter, cream powder, cocoa mass, whole milk powder, lactose, soy lecithin emulsifier, vanilla extract); white chocolate (sugar, cocoa butter, whole milk powder, cream powder, lactose, soy lecithin emulsifier, salt, vanilla extract); sugar, vegetable fat (from one or more palm oil, sheanut oil), hazelnuts, almonds, buttermilk powder, whey product, syrup, invert sugar syrup, soy lecithin emulsifier, natural flavor, vanilla extract, salt.",Chocolate & Candy
4 milk white & dark chocolate brownies,"Snacks,Sweet snacks,Biscuits and cakes,Cakes,Chocolate cakes,Brownies","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:chocolate-cakes,en:brownies",5.8,41.8,28.6,3.6,2017.0,"milk chocolate (20%) (sugar cocoa butter. cocoa mass dried skimmed milk milk fat lactose (milk) emulsifier: soya lecithin) unsalted butter (milk). pasteurised egg sugar icing sugar fat reduced cocoa powder (6%) dark chocolate chunks (3%) (sugar cocoa mass - cocoa butter emulsifier: soya lecithin flavouring) rice flour - invert sugar syrup potato starch dark chocolate curls (2%) (sugar cocoa mass cocoa butter milk fat emulsifier: soya t 11 0 tot 0 3 â€¢ 71 lecithin flavouring) white chocolate curls (2%) (sugar dried whole milk cocoa butter emulsifier: soya lecithin flavouring). c a ground almonds humectant: glycerol cornflour thickener: xanthan gum flavouring raising agent: e450, sodium bicarbonate. for allergens see ingredients in bold. not suitable for nut and peanut allergy sufferers. suitable for vegetarians ce our m speci witha xx made one c Â© mar ch99 m&s ( po bo dublin marks mark mad 11",Cookies & Biscuits
Drop rÃ©glisse,"Snacks,Sweet snacks,Confectioneries,Candies","en:snacks,en:sweet-snacks,en:confectioneries,en:candies",0.300000011920929,54.9000015258789,0.200000002980232,0.100000001490116,1448.0,,Chocolate & Candy
Bio organic Triangolini Quinoa,"Snacks,Salty snacks,it:snack-con-quinoa","en:snacks,en:salty-snacks,it:snack-con-quinoa",1.0,0.7,9.2,,1761.0,,Chips & Salty Snacks
MINI TAB chocolat noir citron gingembre,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates","en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:dark-chocolates",2.0,10.0,10.0,,661.0,,Chocolate & Candy
Mini macarons fruitÃ©s,"Snacks,Desserts,Sweet snacks,Biscuits and cakes,Pastries,Macarons","en:snacks,en:desserts,en:sweet-snacks,en:biscuits-and-cakes,en:pastries,en:macarons",7.19,58.03,10.51,,1531.0,,Cookies & Biscuits
Oursons guimauve,"Snacks,Sweet snacks,Confectioneries,Candies","en:snacks,en:sweet-snacks,en:confectioneries,en:candies",4.0,68.0,14.0,,1812.0,,Chocolate & Candy
Gouttes de Meringue aux PÃ©pites d'Ã‰rable,"Snacks,Sweet snacks,Biscuits and cakes,Pastries,Meringues","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:pastries,en:meringues",3.1,68.0,0.5,0.0,1212.0,"Meringue (sucre, blanc dâ€™_Å“uf_), pÃ©pites d'Ã©rable 10 % [sirop d'Ã©rable]",Cookies & Biscuits
Chocolat noir,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates","en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:dark-chocolates",7.6,27.0,43.1,,2381.0,,Chocolate & Candy
Chocolat noir 75% cacao,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates","en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:dark-chocolates",8.1,21.6,46.9,,2443.0,"PÃ¢te de cacao Tanzanie 69,5%, sucre, beurre de cacao, vanille naturelle en poudre. Chocolat noir pur beurre de cacao : 75% de cacao min. AllergÃ¨nes et intolÃ©rances autres que ceux mentionnÃ©s en gras ci-dessus : Peut contenir des traces de lait, de sÃ©same, fruits Ã  coque.",Chocolate & Candy
Chocolat bio noir - fleur de sel,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates,Salted chocolates,Fleur de sel chocolates,Salted dark chocolates,Dark chocolates with fleur de sel","en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:dark-chocolates,en:salted-chocolates,en:fleur-de-sel-chocolates,en:salted-dark-chocolates,en:dark-chocolates-with-fleur-de-sel",8.3,27.0,43.0,1.4,2385.0,,Chocolate & Candy
Chocolat bio noir amandes salees,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates,Chocolates with almonds,Dark chocolates with almonds","en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:dark-chocolates,en:chocolates-with-almonds,en:dark-chocolates-with-almonds",8.9,26.0,44.0,13.4,2402.0,,Nuts & Seeds
Chocolat bio noir 72% citron gingembre,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates","en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:dark-chocolates",8.3,27.0,42.0,,2372.0,,Chocolate & Candy
Chocolat Bio noir 88% de cacao,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates","en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:dark-chocolates",11.7,10.3,46.2,20.0,2322.0,,Chocolate & Candy
Pain dâ€™Ã©pices,"Snacks,Sweet snacks,Biscuits and cakes,Gingerbreads,Gingerbread blocks","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:gingerbreads,en:gingerbread-blocks",5.5,26.7,4.8,,1381.0,,Cookies & Biscuits
SpÃ©culoos maison,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Speculoos","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:speculoos",6.8,29.0,26.0,,2117.0,,Cookies & Biscuits
Fermented soybeans with seasoning sauce,Salted-snacks,en:salted-snacks,15.87,0.0,7.05,8.8,736.0,"[fermented soybeans]soybean,rice powder,bacillus natto, [seasoning]hydrolyzed plant protein(soybean), water, fructose-glucose syrup mixed with sugar, soy sauce(skimmed soybean, wheat salt),seasoning(monosodium glutamate, disodium5'- inosinate),alcohol, salt,brewed vinegar, smoked dried shaved bonito extract, [mastard] water,mustard,brewed vinegar, salt, rapeseed oil,citric acid,turmeric(as coloring), l-ascorbic acid,xanthan gum, guar gum,seasoning(monosodium glutamate,dl-alanine, glycine, disodium5'-inosinate, disodium5'-guanylate,hydrolyzed plant protein(soybean), salt,dextrin,yeast extract),red pepper extract,rice oil.",Other Snacks
SablÃ©s aux Myrtilles,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Shortbread cookies","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:shortbread-cookies",7.2,24.0,35.0,,2356.0,,Cookies & Biscuits
SablÃ© pomme et chÃ¢taignes,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Shortbread cookies","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:shortbread-cookies",7.0,24.0,35.0,,2356.0,,Cookies & Biscuits
Pitted prunes,Snacks,en:snacks,2.5,37.5,0.0,7.5,1046.0,"Prunes, potassium sorbate as a preservative.",Other Snacks
Blueberry Fig Bar,"Snacks,Sweet snacks,Bars","en:snacks,en:sweet-snacks,en:bars",5.26315789473684,33.3333333333333,8.7719298245614,5.26315789473684,1468.0,,Bars
KING MIX Achocolatado em pÃ³,"Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Snacks,Sweet snacks,Plant-based beverages,pt:achocolatados","en:beverages-and-beverages-preparations,en:plant-based-foods-and-beverages,en:beverages,en:snacks,en:sweet-snacks,en:plant-based-beverages,pt:achocolatados",8.89,0.0,4.44,13.3,978.0,"Maltodextrina, Cacau Premium, Mix de vitaminas, AdoÃ§ante Natural StÃ©via, AdoÃ§ante Artificial, Sucralose e Estabilizante Lecitina de Girassol, Aromatizante.",Chocolate & Candy
Raw Spanish Peanuts,Snacks,en:snacks,27.0,0.0,48.6,10.8,2380.0,Spanish Peanuts,Nuts & Seeds
Mango et lime gum,"Snacks,Sweet snacks,Confectioneries,Chewing gum,Sugar-free chewing gum","en:snacks,en:sweet-snacks,en:confectioneries,en:chewing-gum,en:sugar-free-chewing-gum",0.1,0.1,0.4,1.0,753.0,"Ã‰dulcorant : Maltitol, Sorbitol, Xylitol (17%), Sucralose, Gomme de base, ArÃ´mes, Humectant : GlycÃ©rol, Ã‰paississant : Gomme arabique Â· Acidifiant : Acide malique, Acide citrique, Agent d'enrobage : Cire de carnauba, Antioxydant : Extrait riche en tocophÃ©rol.",Chocolate & Candy
Sugar free spearmint gum,"Snacks,Sweet snacks,Confectioneries,Chewing gum,Sugar-free chewing gum","en:snacks,en:sweet-snacks,en:confectioneries,en:chewing-gum,en:sugar-free-chewing-gum",0.1,0.1,0.1,,741.0,,Chocolate & Candy
Covered cranberries,Snacks,en:snacks,2.5,62.5,25.0,2.5,2092.0,"Yogurt flavored coating (sugar, hydrogenated palm kernel oil, nonfat milk powder, whey powder, yogurt powder [cultured whey, nonfat milk], titanium dioxide [color], lactic acid, soy lecithin, vanillin [artificial flavor]), dried cranberries (cranberries, sugar, sunflower oil), corn syrup, gum arabic, confectioner's glaze.",Other Snacks
Extra Moist Deluxe Cake Mix,"Snacks,Sweet snacks,Biscuits and cakes,Cakes,Cooking helpers,Dessert mixes,Pastry helpers,Baking Mixes,Cake mixes","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:cooking-helpers,en:dessert-mixes,en:pastry-helpers,en:baking-mixes,en:cake-mixes",2.56,41.03,7.69,2.6,1715.0,"Enriched bleached flour (bleached wheat flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), sugar, vegetable shortening ([contains one or more of the following: palm oil and/or soybean oil], propylene glycol monoesters, mono - and diglycerides, soy lecithin) leavening (baking soda, sodium aluminum phosphate, monocalcium phosphate), modified corn starch, contains 2% or less of each of the following: propylene glycol mono - and diglycerides, wheat starch, natural and artificial flavor, lecithin, cellulose gum, guar gum, color (yellow 5, yellow 6), citric acid.",Cookies & Biscuits
"Apple sauce, peach",Snacks,en:snacks,0.0,15.93,0.0,0.9,335.0,"Apples, high fructose corn syrup, water, peach puree concentrate, natural flavor, ascorbic acid, beta carotene.",Other Snacks
plantain chips,"Snacks,Salty snacks,Appetizers,Chips and fries,Crisps,Plantain-chips","en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:plantain-chips",1.4493,1.4493,33.3333,,2304.0,,Chips & Salty Snacks
Chocolate donut holes with sprinkles,"Snacks,Sweet snacks,Biscuits and cakes,Cakes","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes",3.17,34.92,15.87,1.6,1661.0,"Enriched wheat flour (niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), sugar, water, palm oil, contains 2% or less of: cocoa (processed with alkali), soybean oil, nonfat dry milk, soy flour, leavening (sodium bicarbonate, sodium acid pyrophosphate, sodium aluminum phosphate, monocalcium phosphate), dextrose, corn syrup solids, wheat starch, salt, soy lecithin, mono - and diglycerides, xanthan gum, potassium sorbate, natural and artificial flavor, cellulose gum, guar gum, whole egg, glucose, tapioca starch, palm kernel fat, glycerin, magnesium silicate, shellac, gum arabic, fd&c colors (red #40, red #3, blue #1, yellow #5, yellow #6), artificial flavor, cornstarch, calcium carbonate, calcium sulfate, agar-agar, locust bean gum, sodium phosphate, maltodextrin, palm oil with lecithin, rice starch, natural flavor, cinnamon.",Nuts & Seeds
Mixed nuts & raisins,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Snacks,Fruits based foods,Dried products,Dried plant-based foods,Dried fruits,Mixed dried fruits,Mixed nuts and dried fruits","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:snacks,en:fruits-based-foods,en:dried-products,en:dried-plant-based-foods,en:dried-fruits,en:mixed-dried-fruits,en:mixed-nuts-and-dried-fruits",18.3,15.0,45.4,,2494.0,"Amandes Almo (35%) Gros raisins Blue Thompson (25%) (Raisins secs Â· Huile de tournesol) Cerneaux de noix (20%) Â· Noix de cajou (20%). Pour les allergÃ¨nes, voir les ingrÃ©dients indiquÃ©s en gras. Ne convient pas aux personnes allergiques aux arachides, aux fruits Ã  coque et au sÃ©same. IMPORTANT Attention, les jeunes enfants peuvent s'Ã©touffer avec les fruits Ã  Coque. Peut contenir des fragments de coque. OTION A iironce opre",Nuts & Seeds
"S' Mores Candy Bar, S' Mores","Snacks,Sweet snacks,Confectioneries","en:snacks,en:sweet-snacks,en:confectioneries",5.66,49.1,22.6,3.79,1980.0,"Sugar, Hydrogenated Palm Kernel Oil, Corn Syrup, Peanuts, Cocoa Powder, Whole Grain Wheat, Whey, Corn Meal, Canola Oil, Invert Syrup, Water, Molasses, Honey, Fructose, Soy Lecithin (An Emulsifier), Vanillin (Artificial Flavoring), Salt, Baking Soda, Calcium Carbonate, Dextrose, Trisodium Phosphate, Bht (Added To Preserve Freshness), Egg Whites, Natural And Artificial Flavors, Invertase, Cream Of Tartar.",Bars
"Candy bars, mint chocolate chip in dark chocolate ice cream","Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies","en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:chocolate-candies",3.51,64.91,17.54,1.8,1908.0,"Consist of dark chocolate (sugar, chocolate processed with alkali, cocoa butter, milk fat(milk), soy lecithin (an emulsifier), vanillin (an an artificial flavor), sugar, corn syrup, chocolate chips [sugar, chocolate, cocoa butter, dextrose, soy lecithin (an emulsifier)], dairy cream, condensed milk, partially hydrogenated pal kernel oil, salt, peppermint oil, invertase (an enzyme), natural flavor, soy lecithin (an emulsifier), mono and diglycerides with citric acid (to help protect flavor), tocopherols (a natural antioxidant), fd&c colors (yellow #5, blue #1), and sodium benzoate (preservative). 0596-101",Bars
Marshmallow Santa Covered In Milk Chocolate,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies","en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:chocolate-candies",3.12,51.56,12.5,1.6,1699.0,"Consist of milk chocolate (sugar, whole milk, cocoa butter, chocolate, soy lecithin/an emulsifier, vanillin/an artificial flavor), corn syrup, sugar, invert sugar, sorbitol, gelatin, salt, natural flavor, and phosphates.",Chocolate & Candy
Glazed Donuts,"Snacks,Sweet snacks,Biscuits and cakes,Cakes,Doughnuts","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:doughnuts",5.2631578947368,17.543859649123,21.052631578947,1.7543859649123,1615.0,,Nuts & Seeds
Marinated sun-dried tomatoes with capers,Salted-snacks,en:salted-snacks,6.67,6.67,16.67,6.7,837.0,"Sunflower oil, sundried tomatoes, water, wine vinegar, salt, oregano, capers, citric acid, l-ascorbic acid.",Other Snacks
Romaine salad,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Salted-snacks","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:salted-snacks",1.18,1.18,0.0,2.4,75.0,"Romaine lettuce, carrots, red cabbage.",Fruit Snacks
Potato salad,Salted-snacks,en:salted-snacks,3.33,2.0,14.0,2.0,808.0,"Potatoes, mayonnaise (soybean oil, water, egg yolks, distilled vinegar, salt, sugar, spice, lemon juice concentrate, natural flavor, oleoresin paprika), celery, eggs, water, onions, maltodextrin, cultured dextrose, salt, distilled vinegar, spices, sugar, paprika, celery salt (salt, celery seed).",Chips & Salty Snacks
